Cost_per_person,Currency,Price_range,Country_Code
200,INR,1,1
275,INR,2,1
350,INR,2,1
450,INR,2,1
200,INR,1,1
150,INR,1,1
750,INR,3,1
600,INR,3,1
100,INR,1,1
850,INR,3,1
600,INR,3,1
800,INR,3,1
750,INR,3,1
750,INR,3,1
125,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
350,INR,2,1
125,INR,1,1
125,INR,1,1
100,INR,1,1
250,INR,2,1
125,INR,1,1
100,INR,1,1
175,INR,1,1
300,INR,2,1
100,INR,1,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
175,INR,1,1
175,INR,1,1
250,INR,2,1
200,INR,1,1
125,INR,1,1
225,INR,1,1
175,INR,1,1
300,INR,2,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
350,INR,2,1
175,INR,1,1
150,INR,1,1
50,INR,1,1
350,INR,2,1
75,INR,1,1
200,INR,1,1
150,INR,1,1
300,INR,2,1
250,INR,2,1
250,INR,2,1
125,INR,1,1
150,INR,1,1
350,INR,2,1
400,INR,2,1
400,INR,2,1
100,INR,1,1
225,INR,1,1
200,INR,1,1
325,INR,2,1
175,INR,1,1
300,INR,2,1
75,INR,1,1
225,INR,1,1
125,INR,1,1
125,INR,1,1
400,INR,2,1
100,INR,1,1
150,INR,1,1
275,INR,2,1
250,INR,2,1
200,INR,1,1
350,INR,2,1
150,INR,1,1
175,INR,1,1
275,INR,2,1
300,INR,2,1
100,INR,1,1
200,INR,1,1
150,INR,1,1
300,INR,2,1
150,INR,1,1
200,INR,1,1
350,INR,2,1
250,INR,2,1
600,INR,3,1
200,INR,1,1
250,INR,2,1
225,INR,1,1
200,INR,1,1
250,INR,2,1
150,INR,1,1
200,INR,1,1
1000,INR,4,1
550,INR,3,1
150,INR,1,1
50,INR,1,1
150,INR,1,1
175,INR,1,1
325,INR,2,1
800,INR,3,1
200,INR,1,1
325,INR,2,1
250,INR,2,1
200,INR,1,1
300,INR,2,1
300,INR,2,1
225,INR,1,1
500,INR,3,1
125,INR,1,1
350,INR,2,1
350,INR,2,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
200,INR,1,1
100,INR,1,1
75,INR,1,1
250,INR,2,1
100,INR,1,1
200,INR,1,1
250,INR,2,1
300,INR,2,1
175,INR,1,1
200,INR,1,1
250,INR,2,1
250,INR,2,1
300,INR,2,1
200,INR,1,1
275,INR,2,1
250,INR,2,1
375,INR,2,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
250,INR,2,1
300,INR,2,1
300,INR,2,1
250,INR,2,1
500,INR,3,1
200,INR,1,1
150,INR,1,1
250,INR,2,1
125,INR,1,1
50,INR,1,1
150,INR,1,1
300,INR,2,1
175,INR,1,1
50,INR,1,1
125,INR,1,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
300,INR,2,1
350,INR,2,1
300,INR,2,1
150,INR,1,1
50,INR,1,1
250,INR,2,1
150,INR,1,1
200,INR,1,1
100,INR,1,1
175,INR,1,1
475,INR,2,1
50,INR,1,1
225,INR,1,1
100,INR,1,1
125,INR,1,1
200,INR,1,1
100,INR,1,1
100,INR,1,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
250,INR,2,1
300,INR,2,1
150,INR,1,1
600,INR,3,1
300,INR,2,1
75,INR,1,1
250,INR,2,1
100,INR,1,1
200,INR,1,1
75,INR,1,1
1200,INR,4,1
175,INR,1,1
275,INR,2,1
150,INR,1,1
100,INR,1,1
100,INR,1,1
200,INR,1,1
200,INR,1,1
150,INR,1,1
125,INR,1,1
125,INR,1,1
900,INR,3,1
400,INR,2,1
250,INR,2,1
400,INR,2,1
400,INR,2,1
350,INR,2,1
200,INR,1,1
125,INR,1,1
175,INR,1,1
150,INR,1,1
300,INR,2,1
350,INR,2,1
150,INR,1,1
75,INR,1,1
200,INR,1,1
150,INR,1,1
125,INR,1,1
100,INR,1,1
175,INR,1,1
100,INR,1,1
250,INR,2,1
400,INR,2,1
125,INR,1,1
225,INR,1,1
250,INR,2,1
250,INR,2,1
300,INR,2,1
250,INR,2,1
425,INR,2,1
150,INR,1,1
150,INR,1,1
225,INR,1,1
200,INR,1,1
125,INR,1,1
150,INR,1,1
200,INR,1,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
100,INR,1,1
125,INR,1,1
75,INR,1,1
200,INR,1,1
100,INR,1,1
300,INR,2,1
150,INR,1,1
275,INR,2,1
1000,INR,4,1
1100,INR,4,1
1250,INR,4,1
1500,INR,4,1
250,INR,2,1
125,INR,1,1
650,INR,3,1
400,INR,2,1
275,INR,2,1
150,INR,1,1
400,INR,2,1
300,INR,2,1
250,INR,2,1
150,INR,1,1
400,INR,2,1
325,INR,2,1
400,INR,2,1
350,INR,2,1
175,INR,1,1
250,INR,2,1
200,INR,1,1
300,INR,2,1
300,INR,2,1
275,INR,2,1
150,INR,1,1
300,INR,2,1
650,INR,3,1
250,INR,2,1
300,INR,2,1
600,INR,3,1
225,INR,1,1
200,INR,1,1
400,INR,2,1
600,INR,3,1
250,INR,2,1
75,INR,1,1
400,INR,2,1
250,INR,2,1
900,INR,3,1
375,INR,2,1
150,INR,1,1
225,INR,1,1
350,INR,2,1
425,INR,2,1
300,INR,2,1
350,INR,2,1
225,INR,1,1
450,INR,2,1
600,INR,3,1
750,INR,3,1
150,INR,1,1
75,INR,1,1
150,INR,1,1
200,INR,1,1
250,INR,2,1
325,INR,2,1
450,INR,2,1
275,INR,2,1
900,INR,3,1
475,INR,2,1
950,INR,3,1
600,INR,3,1
375,INR,2,1
125,INR,1,1
500,INR,3,1
250,INR,2,1
350,INR,2,1
425,INR,2,1
650,INR,3,1
250,INR,2,1
250,INR,2,1
225,INR,1,1
250,INR,2,1
150,INR,1,1
750,INR,3,1
150,INR,1,1
700,INR,3,1
600,INR,3,1
125,INR,1,1
300,INR,2,1
125,INR,1,1
225,INR,1,1
50,INR,1,1
175,INR,1,1
275,INR,2,1
100,INR,1,1
75,INR,1,1
300,INR,2,1
250,INR,2,1
75,INR,1,1
50,INR,1,1
175,INR,1,1
75,INR,1,1
175,INR,1,1
50,INR,1,1
200,INR,1,1
200,INR,1,1
175,INR,1,1
100,INR,1,1
250,INR,2,1
50,INR,1,1
175,INR,1,1
50,INR,1,1
450,INR,2,1
175,INR,1,1
100,INR,1,1
300,INR,2,1
225,INR,1,1
75,INR,1,1
325,INR,2,1
200,INR,1,1
400,INR,2,1
100,INR,1,1
125,INR,1,1
475,INR,2,1
175,INR,1,1
100,INR,1,1
50,INR,1,1
300,INR,2,1
75,INR,1,1
150,INR,1,1
250,INR,2,1
250,INR,2,1
300,INR,2,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
325,INR,2,1
250,INR,2,1
175,INR,1,1
100,INR,1,1
250,INR,2,1
100,INR,1,1
175,INR,1,1
150,INR,1,1
225,INR,1,1
75,INR,1,1
375,INR,2,1
200,INR,1,1
225,INR,1,1
1250,INR,4,1
1500,INR,4,1
500,INR,3,1
500,INR,3,1
1500,INR,4,1
1500,INR,4,1
1000,INR,4,1
1250,INR,4,1
250,INR,2,1
550,INR,3,1
350,INR,2,1
600,INR,3,1
200,INR,1,1
250,INR,2,1
250,INR,2,1
250,INR,2,1
225,INR,1,1
300,INR,2,1
425,INR,2,1
400,INR,2,1
150,INR,1,1
75,INR,1,1
225,INR,1,1
225,INR,1,1
175,INR,1,1
60,INR,1,1
300,INR,2,1
50,INR,1,1
350,INR,2,1
100,INR,1,1
300,INR,2,1
375,INR,2,1
175,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
175,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
325,INR,2,1
250,INR,2,1
200,INR,1,1
50,INR,1,1
175,INR,1,1
375,INR,2,1
450,INR,2,1
125,INR,1,1
175,INR,1,1
500,INR,3,1
125,INR,1,1
300,INR,2,1
150,INR,1,1
75,INR,1,1
400,INR,2,1
150,INR,1,1
300,INR,2,1
300,INR,2,1
200,INR,1,1
300,INR,2,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
100,INR,1,1
300,INR,2,1
200,INR,1,1
125,INR,1,1
250,INR,2,1
300,INR,2,1
150,INR,1,1
250,INR,2,1
450,INR,2,1
125,INR,1,1
250,INR,2,1
350,INR,2,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
325,INR,2,1
50,INR,1,1
275,INR,2,1
350,INR,2,1
350,INR,2,1
250,INR,2,1
125,INR,1,1
75,INR,1,1
250,INR,2,1
100,INR,1,1
250,INR,2,1
150,INR,1,1
375,INR,2,1
300,INR,2,1
375,INR,2,1
250,INR,2,1
250,INR,2,1
50,INR,1,1
700,INR,3,1
250,INR,2,1
200,INR,1,1
125,INR,1,1
350,INR,2,1
350,INR,2,1
300,INR,2,1
400,INR,2,1
250,INR,2,1
550,INR,3,1
325,INR,2,1
650,INR,3,1
350,INR,2,1
175,INR,1,1
50,INR,1,1
300,INR,2,1
350,INR,2,1
400,INR,2,1
375,INR,2,1
175,INR,1,1
300,INR,2,1
200,INR,1,1
275,INR,2,1
100,INR,1,1
150,INR,1,1
200,INR,1,1
250,INR,2,1
375,INR,2,1
150,INR,1,1
200,INR,1,1
650,INR,3,1
700,INR,3,1
75,INR,1,1
750,INR,3,1
1000,INR,4,1
200,INR,1,1
50,INR,1,1
200,INR,1,1
550,INR,3,1
275,INR,2,1
100,INR,1,1
550,INR,3,1
700,INR,3,1
825,INR,3,1
850,INR,3,1
550,INR,3,1
350,INR,2,1
650,INR,3,1
150,INR,1,1
200,INR,1,1
850,INR,3,1
625,INR,3,1
625,INR,3,1
400,INR,2,1
600,INR,3,1
750,INR,3,1
1100,INR,4,1
1000,INR,4,1
250,INR,2,1
250,INR,2,1
275,INR,2,1
125,INR,1,1
400,INR,2,1
125,INR,1,1
350,INR,2,1
1000,INR,4,1
250,INR,2,1
700,INR,3,1
600,INR,3,1
250,INR,2,1
800,INR,3,1
650,INR,3,1
300,INR,2,1
750,INR,3,1
50,INR,1,1
300,INR,2,1
700,INR,3,1
750,INR,3,1
500,INR,3,1
675,INR,3,1
350,INR,2,1
400,INR,2,1
150,INR,1,1
600,INR,3,1
650,INR,3,1
400,INR,2,1
550,INR,3,1
750,INR,3,1
100,INR,1,1
500,INR,3,1
650,INR,3,1
350,INR,2,1
650,INR,3,1
600,INR,3,1
500,INR,3,1
150,INR,1,1
150,INR,1,1
225,INR,1,1
100,INR,1,1
175,INR,1,1
275,INR,2,1
175,INR,1,1
275,INR,2,1
350,INR,2,1
350,INR,2,1
125,INR,1,1
250,INR,2,1
75,INR,1,1
250,INR,2,1
225,INR,1,1
500,INR,3,1
200,INR,1,1
325,INR,2,1
225,INR,1,1
400,INR,2,1
500,INR,3,1
75,INR,1,1
500,INR,3,1
250,INR,2,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
175,INR,1,1
350,INR,2,1
125,INR,1,1
125,INR,1,1
300,INR,2,1
200,INR,1,1
250,INR,2,1
400,INR,2,1
200,INR,1,1
250,INR,2,1
100,INR,1,1
350,INR,2,1
100,INR,1,1
125,INR,1,1
175,INR,1,1
200,INR,1,1
225,INR,1,1
275,INR,2,1
300,INR,2,1
700,INR,3,1
125,INR,1,1
1850,INR,4,1
1500,INR,4,1
500,INR,3,1
350,INR,2,1
250,INR,2,1
150,INR,1,1
125,INR,1,1
200,INR,1,1
150,INR,1,1
100,INR,1,1
250,INR,2,1
275,INR,2,1
375,INR,2,1
225,INR,1,1
350,INR,2,1
250,INR,2,1
150,INR,1,1
350,INR,2,1
250,INR,2,1
150,INR,1,1
400,INR,2,1
200,INR,1,1
250,INR,2,1
325,INR,2,1
150,INR,1,1
175,INR,1,1
150,INR,1,1
175,INR,1,1
300,INR,2,1
150,INR,1,1
250,INR,2,1
225,INR,1,1
250,INR,2,1
350,INR,2,1
175,INR,1,1
100,INR,1,1
200,INR,1,1
400,INR,2,1
200,INR,1,1
450,INR,2,1
300,INR,2,1
250,INR,2,1
250,INR,2,1
250,INR,2,1
300,INR,2,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
250,INR,2,1
300,INR,2,1
650,INR,3,1
250,INR,2,1
300,INR,2,1
300,INR,2,1
300,INR,2,1
200,INR,1,1
400,INR,2,1
500,INR,3,1
500,INR,3,1
300,INR,2,1
1150,INR,4,1
250,INR,2,1
300,INR,2,1
200,INR,1,1
200,INR,1,1
200,INR,1,1
150,INR,1,1
175,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
225,INR,1,1
150,INR,1,1
150,INR,1,1
225,INR,1,1
250,INR,2,1
600,INR,3,1
1000,INR,4,1
200,INR,1,1
400,INR,2,1
400,INR,2,1
900,INR,3,1
450,INR,2,1
100,INR,1,1
50,INR,1,1
175,INR,1,1
250,INR,2,1
175,INR,1,1
150,INR,1,1
50,INR,1,1
225,INR,1,1
500,INR,3,1
150,INR,1,1
100,INR,1,1
175,INR,1,1
100,INR,1,1
400,INR,2,1
175,INR,1,1
75,INR,1,1
75,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
125,INR,1,1
425,INR,2,1
125,INR,1,1
175,INR,1,1
50,INR,1,1
200,INR,1,1
100,INR,1,1
125,INR,1,1
50,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
650,INR,3,1
750,INR,3,1
200,INR,1,1
350,INR,2,1
100,INR,1,1
300,INR,2,1
50,INR,1,1
300,INR,2,1
150,INR,1,1
75,INR,1,1
400,INR,2,1
500,INR,3,1
150,INR,1,1
275,INR,2,1
350,INR,2,1
150,INR,1,1
350,INR,2,1
150,INR,1,1
375,INR,2,1
300,INR,2,1
250,INR,2,1
1500,INR,4,1
100,INR,1,1
100,INR,1,1
250,INR,2,1
750,INR,3,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
200,INR,1,1
300,INR,2,1
225,INR,1,1
175,INR,1,1
125,INR,1,1
500,INR,3,1
1250,INR,4,1
1000,INR,4,1
350,INR,2,1
1000,INR,4,1
850,INR,3,1
900,INR,3,1
750,INR,3,1
300,INR,2,1
50,INR,1,1
250,INR,2,1
350,INR,2,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
100,INR,1,1
75,INR,1,1
300,INR,2,1
250,INR,2,1
200,INR,1,1
50,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
375,INR,2,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
75,INR,1,1
100,INR,1,1
50,INR,1,1
150,INR,1,1
200,INR,1,1
200,INR,1,1
325,INR,2,1
50,INR,1,1
75,INR,1,1
150,INR,1,1
50,INR,1,1
100,INR,1,1
200,INR,1,1
300,INR,2,1
125,INR,1,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
150,INR,1,1
125,INR,1,1
200,INR,1,1
350,INR,2,1
200,INR,1,1
150,INR,1,1
250,INR,2,1
225,INR,1,1
200,INR,1,1
250,INR,2,1
250,INR,2,1
150,INR,1,1
250,INR,2,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
300,INR,2,1
50,INR,1,1
225,INR,1,1
400,INR,2,1
150,INR,1,1
100,INR,1,1
150,INR,1,1
225,INR,1,1
125,INR,1,1
225,INR,1,1
400,INR,2,1
600,INR,3,1
175,INR,1,1
300,INR,2,1
400,INR,2,1
750,INR,3,1
175,INR,1,1
250,INR,2,1
300,INR,2,1
300,INR,2,1
250,INR,2,1
475,INR,2,1
300,INR,2,1
300,INR,2,1
150,INR,1,1
400,INR,2,1
300,INR,2,1
350,INR,2,1
400,INR,2,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
50,INR,1,1
400,INR,2,1
375,INR,2,1
125,INR,1,1
350,INR,2,1
250,INR,2,1
400,INR,2,1
150,INR,1,1
400,INR,2,1
400,INR,2,1
275,INR,2,1
300,INR,2,1
500,INR,3,1
75,INR,1,1
150,INR,1,1
400,INR,2,1
175,INR,1,1
300,INR,2,1
200,INR,1,1
225,INR,1,1
300,INR,2,1
400,INR,2,1
300,INR,2,1
125,INR,1,1
325,INR,2,1
300,INR,2,1
300,INR,2,1
350,INR,2,1
325,INR,2,1
425,INR,2,1
250,INR,2,1
100,INR,1,1
300,INR,2,1
150,INR,1,1
300,INR,2,1
250,INR,2,1
350,INR,2,1
425,INR,2,1
500,INR,3,1
275,INR,2,1
325,INR,2,1
200,INR,1,1
100,INR,1,1
400,INR,2,1
150,INR,1,1
100,INR,1,1
150,INR,1,1
300,INR,2,1
300,INR,2,1
125,INR,1,1
325,INR,2,1
1000,INR,4,1
325,INR,2,1
325,INR,2,1
625,INR,3,1
800,INR,3,1
900,INR,3,1
200,INR,1,1
200,INR,1,1
300,INR,2,1
250,INR,2,1
350,INR,2,1
350,INR,2,1
350,INR,2,1
450,INR,2,1
1000,INR,4,1
250,INR,2,1
750,INR,3,1
350,INR,2,1
175,INR,1,1
325,INR,2,1
975,INR,3,1
100,INR,1,1
225,INR,1,1
50,INR,1,1
225,INR,1,1
75,INR,1,1
50,INR,1,1
150,INR,1,1
250,INR,2,1
50,INR,1,1
125,INR,1,1
150,INR,1,1
275,INR,2,1
200,INR,1,1
350,INR,2,1
50,INR,1,1
200,INR,1,1
150,INR,1,1
150,INR,1,1
300,INR,2,1
100,INR,1,1
150,INR,1,1
75,INR,1,1
125,INR,1,1
100,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
275,INR,2,1
225,INR,1,1
225,INR,1,1
200,INR,1,1
150,INR,1,1
275,INR,2,1
50,INR,1,1
75,INR,1,1
75,INR,1,1
100,INR,1,1
225,INR,1,1
300,INR,2,1
275,INR,2,1
150,INR,1,1
125,INR,1,1
250,INR,2,1
100,INR,1,1
50,INR,1,1
50,INR,1,1
150,INR,1,1
75,INR,1,1
125,INR,1,1
200,INR,1,1
250,INR,2,1
150,INR,1,1
50,INR,1,1
100,INR,1,1
75,INR,1,1
150,INR,1,1
100,INR,1,1
125,INR,1,1
200,INR,1,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
200,INR,1,1
50,INR,1,1
75,INR,1,1
150,INR,1,1
100,INR,1,1
100,INR,1,1
100,INR,1,1
50,INR,1,1
75,INR,1,1
250,INR,2,1
100,INR,1,1
250,INR,2,1
125,INR,1,1
175,INR,1,1
125,INR,1,1
75,INR,1,1
100,INR,1,1
150,INR,1,1
75,INR,1,1
100,INR,1,1
150,INR,1,1
175,INR,1,1
200,INR,1,1
125,INR,1,1
150,INR,1,1
250,INR,2,1
350,INR,2,1
400,INR,2,1
325,INR,2,1
200,INR,1,1
550,INR,3,1
550,INR,3,1
550,INR,3,1
350,INR,2,1
600,INR,3,1
200,INR,1,1
500,INR,3,1
400,INR,2,1
100,INR,1,1
300,INR,2,1
350,INR,2,1
350,INR,2,1
500,INR,3,1
350,INR,2,1
350,INR,2,1
450,INR,2,1
500,INR,3,1
500,INR,3,1
250,INR,2,1
375,INR,2,1
500,INR,3,1
150,INR,1,1
100,INR,1,1
225,INR,1,1
250,INR,2,1
100,INR,1,1
250,INR,2,1
225,INR,1,1
125,INR,1,1
125,INR,1,1
225,INR,1,1
250,INR,2,1
150,INR,1,1
250,INR,2,1
150,INR,1,1
125,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
150,INR,1,1
200,INR,1,1
75,INR,1,1
125,INR,1,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
125,INR,1,1
100,INR,1,1
175,INR,1,1
200,INR,1,1
150,INR,1,1
125,INR,1,1
50,INR,1,1
150,INR,1,1
200,INR,1,1
100,INR,1,1
75,INR,1,1
225,INR,1,1
350,INR,2,1
100,INR,1,1
175,INR,1,1
350,INR,2,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
200,INR,1,1
75,INR,1,1
250,INR,2,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
75,INR,1,1
300,INR,2,1
200,INR,1,1
125,INR,1,1
125,INR,1,1
250,INR,2,1
200,INR,1,1
250,INR,2,1
100,INR,1,1
300,INR,2,1
175,INR,1,1
200,INR,1,1
250,INR,2,1
150,INR,1,1
225,INR,1,1
200,INR,1,1
100,INR,1,1
250,INR,2,1
100,INR,1,1
300,INR,2,1
225,INR,1,1
50,INR,1,1
150,INR,1,1
175,INR,1,1
225,INR,1,1
300,INR,2,1
150,INR,1,1
250,INR,2,1
150,INR,1,1
150,INR,1,1
250,INR,2,1
200,INR,1,1
250,INR,2,1
300,INR,2,1
100,INR,1,1
200,INR,1,1
125,INR,1,1
200,INR,1,1
150,INR,1,1
225,INR,1,1
50,INR,1,1
200,INR,1,1
150,INR,1,1
175,INR,1,1
1750,INR,4,1
2500,INR,4,1
2500,INR,4,1
1000,INR,4,1
1900,INR,4,1
225,INR,1,1
350,INR,2,1
250,INR,2,1
175,INR,1,1
2000,INR,4,1
1500,INR,4,1
1500,INR,4,1
350,INR,2,1
400,INR,2,1
250,INR,2,1
400,INR,2,1
250,INR,2,1
250,INR,2,1
75,INR,1,1
450,INR,2,1
175,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
300,INR,2,1
200,INR,1,1
50,INR,1,1
225,INR,1,1
125,INR,1,1
150,INR,1,1
250,INR,2,1
300,INR,2,1
350,INR,2,1
300,INR,2,1
300,INR,2,1
200,INR,1,1
300,INR,2,1
200,INR,1,1
300,INR,2,1
600,INR,3,1
200,INR,1,1
75,INR,1,1
175,INR,1,1
1100,INR,4,1
175,INR,1,1
125,INR,1,1
50,INR,1,1
250,INR,2,1
300,INR,2,1
550,INR,3,1
400,INR,2,1
225,INR,1,1
450,INR,2,1
250,INR,2,1
750,INR,3,1
325,INR,2,1
500,INR,3,1
75,INR,1,1
125,INR,1,1
300,INR,2,1
150,INR,1,1
1000,INR,4,1
200,INR,1,1
150,INR,1,1
650,INR,3,1
400,INR,2,1
1250,INR,4,1
600,INR,3,1
300,INR,2,1
200,INR,1,1
225,INR,1,1
350,INR,2,1
250,INR,2,1
175,INR,1,1
225,INR,1,1
425,INR,2,1
550,INR,3,1
625,INR,3,1
400,INR,2,1
700,INR,3,1
125,INR,1,1
50,INR,1,1
300,INR,2,1
100,INR,1,1
200,INR,1,1
200,INR,1,1
100,INR,1,1
75,INR,1,1
125,INR,1,1
100,INR,1,1
175,INR,1,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
75,INR,1,1
200,INR,1,1
300,INR,2,1
250,INR,2,1
50,INR,1,1
175,INR,1,1
125,INR,1,1
400,INR,2,1
200,INR,1,1
100,INR,1,1
125,INR,1,1
150,INR,1,1
25,INR,1,1
250,INR,2,1
100,INR,1,1
50,INR,1,1
75,INR,1,1
50,INR,1,1
50,INR,1,1
100,INR,1,1
150,INR,1,1
250,INR,2,1
50,INR,1,1
50,INR,1,1
50,INR,1,1
25,INR,1,1
100,INR,1,1
175,INR,1,1
75,INR,1,1
25,INR,1,1
125,INR,1,1
100,INR,1,1
100,INR,1,1
75,INR,1,1
75,INR,1,1
150,INR,1,1
175,INR,1,1
300,INR,2,1
1100,INR,4,1
275,INR,2,1
350,INR,2,1
500,INR,3,1
900,INR,3,1
1100,INR,4,1
200,INR,1,1
200,INR,1,1
100,INR,1,1
125,INR,1,1
125,INR,1,1
300,INR,2,1
100,INR,1,1
100,INR,1,1
225,INR,1,1
200,INR,1,1
150,INR,1,1
50,INR,1,1
125,INR,1,1
300,INR,2,1
125,INR,1,1
600,INR,3,1
500,INR,3,1
300,INR,2,1
350,INR,2,1
250,INR,2,1
250,INR,2,1
175,INR,1,1
125,INR,1,1
60,INR,1,1
175,INR,1,1
200,INR,1,1
50,INR,1,1
100,INR,1,1
125,INR,1,1
175,INR,1,1
150,INR,1,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
100,INR,1,1
125,INR,1,1
800,INR,3,1
1500,INR,4,1
1600,INR,4,1
1250,INR,4,1
400,INR,2,1
250,INR,2,1
500,INR,3,1
250,INR,2,1
1100,INR,4,1
800,INR,3,1
1800,INR,4,1
1850,INR,4,1
1250,INR,4,1
1000,INR,4,1
2050,INR,4,1
2150,INR,4,1
2500,INR,4,1
1800,INR,4,1
500,INR,3,1
2250,INR,4,1
1325,INR,4,1
1600,INR,4,1
1000,INR,4,1
3000,INR,4,1
1500,INR,4,1
3000,INR,4,1
2000,INR,4,1
450,INR,2,1
2500,INR,4,1
1250,INR,4,1
3000,INR,4,1
500,INR,3,1
450,INR,2,1
125,INR,1,1
150,INR,1,1
350,INR,2,1
400,INR,2,1
125,INR,1,1
250,INR,2,1
450,INR,2,1
800,INR,3,1
2250,INR,4,1
1500,INR,4,1
2550,INR,4,1
2250,INR,4,1
2500,INR,4,1
2250,INR,4,1
1350,INR,4,1
1325,INR,4,1
1750,INR,4,1
1750,INR,4,1
2000,INR,4,1
2500,INR,4,1
2750,INR,4,1
1750,INR,4,1
1000,INR,4,1
200,INR,1,1
1500,INR,4,1
1500,INR,4,1
1750,INR,4,1
2250,INR,4,1
1500,INR,4,1
450,INR,2,1
2200,INR,4,1
1250,INR,4,1
2500,INR,4,1
1250,INR,4,1
2500,INR,4,1
2100,INR,4,1
3000,INR,4,1
2750,INR,4,1
2250,INR,4,1
1000,INR,4,1
2000,INR,4,1
4000,INR,4,1
750,INR,3,1
1500,INR,4,1
1250,INR,4,1
250,INR,2,1
850,INR,3,1
800,INR,3,1
1250,INR,4,1
100,INR,1,1
50,INR,1,1
125,INR,1,1
225,INR,1,1
100,INR,1,1
75,INR,1,1
75,INR,1,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
150,INR,1,1
175,INR,1,1
175,INR,1,1
150,INR,1,1
75,INR,1,1
175,INR,1,1
250,INR,2,1
125,INR,1,1
50,INR,1,1
275,INR,2,1
100,INR,1,1
75,INR,1,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
75,INR,1,1
150,INR,1,1
100,INR,1,1
75,INR,1,1
50,INR,1,1
125,INR,1,1
175,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
100,INR,1,1
125,INR,1,1
250,INR,2,1
150,INR,1,1
175,INR,1,1
250,INR,2,1
125,INR,1,1
175,INR,1,1
125,INR,1,1
125,INR,1,1
150,INR,1,1
350,INR,2,1
125,INR,1,1
250,INR,2,1
75,INR,1,1
100,INR,1,1
150,INR,1,1
150,INR,1,1
100,INR,1,1
50,INR,1,1
250,INR,2,1
125,INR,1,1
125,INR,1,1
150,INR,1,1
200,INR,1,1
50,INR,1,1
400,INR,2,1
375,INR,2,1
250,INR,2,1
350,INR,2,1
175,INR,1,1
350,INR,2,1
250,INR,2,1
200,INR,1,1
200,INR,1,1
100,INR,1,1
50,INR,1,1
125,INR,1,1
250,INR,2,1
100,INR,1,1
100,INR,1,1
175,INR,1,1
125,INR,1,1
150,INR,1,1
350,INR,2,1
150,INR,1,1
50,INR,1,1
150,INR,1,1
75,INR,1,1
150,INR,1,1
150,INR,1,1
50,INR,1,1
75,INR,1,1
150,INR,1,1
175,INR,1,1
250,INR,2,1
100,INR,1,1
100,INR,1,1
200,INR,1,1
25,INR,1,1
25,INR,1,1
125,INR,1,1
150,INR,1,1
200,INR,1,1
150,INR,1,1
100,INR,1,1
200,INR,1,1
100,INR,1,1
325,INR,2,1
25,INR,1,1
100,INR,1,1
50,INR,1,1
125,INR,1,1
125,INR,1,1
300,INR,2,1
125,INR,1,1
175,INR,1,1
125,INR,1,1
150,INR,1,1
50,INR,1,1
125,INR,1,1
100,INR,1,1
100,INR,1,1
150,INR,1,1
100,INR,1,1
200,INR,1,1
125,INR,1,1
